Port,SupplyDemand,Num Samples
Lucaya-3d36bf68693f,Demand,33
Lucaya-3d36bf68693f,Supply,24
Lufeng-c78290742b89,Supply,27
Luka Umag-0e9383c97640,Demand,14
Lumut-3dba541680de,Demand,16
Lushun-b9d1b7664b30,Demand,47
Lyness-b0a6e09ce2a9,Demand,193
Lyness-b0a6e09ce2a9,Supply,430
Macae-04cbbcf288b4,Supply,65
Macduff-60ed9bc1ed62,Demand,16
Macduff-60ed9bc1ed62,Supply,67
Madre De Deus-1d2feb9c4dd5,Demand,735
Madre De Deus-1d2feb9c4dd5,Supply,117
Madura Terminal-9e5b960103f1,Supply,14
Magpetco-c6d4b432d715,Demand,66
Magpetco-c6d4b432d715,Supply,88
Mai Liao-4dcea326f7a3,Demand,306
Mai Liao-4dcea326f7a3,Supply,67
Makung-dba622fbac1f,Demand,54
Malabo-31e86d3dcbcb,Supply,50
Malacca-d424d47f4e04,Demand,210
Malacca-d424d47f4e04,Supply,281
Maldonado-1e4b751efa88,Demand,30
Maldonado-1e4b751efa88,Supply,27
Malmo-a3bc35ec1802,Supply,12
Malta Freeport-d3fb8c6279a1,Demand,350
Malta Freeport-d3fb8c6279a1,Supply,997
Mamonal-3f9fa4be84a1,Demand,89
Mamonal-3f9fa4be84a1,Supply,185
Manzanillo-e3f77d2cc736,Demand,10
Maoming-3dec36d49de2,Demand,216
Map Ta Phut-202fdc862c4c,Demand,497
Map Ta Phut-202fdc862c4c,Supply,230
Maracaibo-9c00abcf4d8a,Demand,30
Maracaibo-9c00abcf4d8a,Supply,119
March Point-2b6c25829a80,Demand,270
March Point-2b6c25829a80,Supply,81
Marcus Hook-9826103388b5,Demand,285
Marcus Hook-9826103388b5,Supply,71
Marmara Ereglisi-b53ee56ec9d8,Demand,16
Marrero-5646d4d00bdf,Supply,20
Marsa Al Hariga-915f1727d69b,Supply,198
Marsa-el-Brega-47896c91db43,Supply,80
Marsden Point-fcb0af7daf9a,Demand,302
Martinez-3b2eed3fba73,Demand,313
Martinez-3b2eed3fba73,Supply,17
Massawa-7c22a25024d3,Demand,10
Massawa-7c22a25024d3,Supply,25
Matanzas-0c7cf8ac0c2c,Demand,72
Meizhou-c47a793b6d55,Demand,18
Melbourne-b02fe931e82d,Demand,213
Melbourne-b02fe931e82d,Supply,13
Mellitah-f0d1246755ae,Supply,108
Mersin-96488f75954b,Demand,139
Mersin-96488f75954b,Supply,155
Mesaieed-a9436ca46624,Supply,120
Methil-e66612f17632,Demand,13
Methil-e66612f17632,Supply,77
Midia-3dfd7036f3cc,Demand,265
Miike-Miyake-ef6584fefcde,Demand,14
Milazzo-fab25159eebe,Demand,599
Milazzo-fab25159eebe,Supply,17
Milford Haven-c669fc0bc437,Demand,94
Milford Haven-c669fc0bc437,Supply,60
Mina Abd Allah-32fa51f996b2,Supply,61
Mina Al Ahmadi Sea Island-98bd957bb207,Demand,13
Mina Al Ahmadi Sea Island-98bd957bb207,Supply,2777
Mina Al Ahmadi-2d893ce729f6,Demand,34
Mina Al Ahmadi-2d893ce729f6,Supply,430
Mina Al Fahl-2478ba60dc4c,Demand,37
Mina Al Fahl-2478ba60dc4c,Supply,1078
Mina Saqr-91789deda526,Demand,14
Mina Saqr-91789deda526,Supply,48
Mina Saud-512fccf68466,Supply,159
Mindelo-0db13e7faaf3,Supply,10
Miri-1bb8c2143a5b,Supply,189
Mizushima-972596797070,Demand,597
Mobile-17568e28e776,Demand,296
Mohammedia-9d281db1f7e0,Demand,64
Mongstad-8338fd2d4afb,Demand,235
Mongstad-8338fd2d4afb,Supply,728
Montevideo-e1e5b78ae3af,Demand,23
Mostaganem-442f884f1f1d,Supply,58
Mostyn-bac51b8666bf,Demand,33
Moudi-a9543110b4e5,Supply,189
Muara Port-d2c7fb7122af,Demand,70
Mubarraz Oil Terminal-440295344cd7,Supply,37
Mumbai-2401570c9a9e,Demand,926
Mumbai-2401570c9a9e,Supply,104
Mundra-77b0b5c9bfc5,Demand,585
Mundra-77b0b5c9bfc5,Supply,38
Murmansk-9908e9ea9558,Demand,86
Murmansk-9908e9ea9558,Supply,452
Muuga-98111e964fdd,Demand,21
Muuga-98111e964fdd,Supply,260
Nagasaki-7e87edcef775,Demand,63
Nagasaki-7e87edcef775,Supply,38
Nagoya-0273cf38f24f,Demand,171
Nakhodka-eaf8326ce14b,Demand,50
Nakhodka-eaf8326ce14b,Supply,285
Namikata-47315960812a,Demand,10
Nansha-30b0e011c238,Demand,108
Nansha-30b0e011c238,Supply,143
Neapolis-e3a053861e52,Demand,10
Neapolis-e3a053861e52,Supply,11
Nederland Terminal-aba03a4a335d,Demand,451
Nederland Terminal-aba03a4a335d,Supply,509
Nemrut Bay-e89f801cf7ac,Demand,160
Nessebar-a47f3d0c08c1,Demand,28
Neves-981d0a428655,Supply,22
New Amsterdam-bc809b3811e1,Supply,41
New Mangalore-db679cd54805,Demand,412
New Mangalore-db679cd54805,Supply,26
New York/New Jersey-8cd5e206ca6b,Demand,518
New York/New Jersey-8cd5e206ca6b,Supply,24
Newhaven-1163ef20f7e0,Demand,67
Newport Beach-a7f62131303e,Demand,17
Newport Beach-a7f62131303e,Supply,18
Nghi Son-ee0978a45495,Demand,25
Ngqura-56172ec93945,Demand,22
Nicaro-631a50aefa47,Demand,17
Nieuwpoort-43a962e9aa39,Demand,54
Nieuwpoort-43a962e9aa39,Supply,30
Nigg-d550ac3d0b8f,Demand,12
Nigg-d550ac3d0b8f,Supply,23
Nikiski-9d186f9b4554,Supply,22
Nipah-d6661f39660d,Demand,22
Nishihara-c446948844e2,Demand,15
Niteroi-4f72e75cb748,Demand,24
Niteroi-4f72e75cb748,Supply,63
No 1-a3f3dce2871b,Demand,31
Norco-37e4851cb966,Demand,12
Norte Capixaba-63d8032fd2be,Supply,18
Northville-2e33ffbc97a8,Demand,17
Nouadhibou-47c16e5fd8bb,Supply,16
Noumea-06b91e621e7c,Demand,30
Novorossiysk CPC-3b26a9570fd1,Supply,2751
Novorossiysk-45a5021eee47,Demand,35
Novorossiysk-45a5021eee47,Supply,2248
Nyanga-12d8f6a196a1,Supply,67
Nynashamn-cb97573cc92f,Demand,83
Odden-b7d736f50f00,Demand,39
Odden-b7d736f50f00,Supply,22
Odessa-0ecbd229fca4,Demand,49
Odessa-0ecbd229fca4,Supply,26
Odudu-b8f65d99c416,Supply,347
Oita-d53c3f263e6d,Demand,350
Okata-b23de0969a82,Demand,20
Okha-bbd56498dcb1,Demand,703
Okha-bbd56498dcb1,Supply,14
Okinawa-49d614b5d6e9,Demand,23
Okinawa-49d614b5d6e9,Supply,29
Omisalj-89ece074914b,Demand,415
Omisalj-89ece074914b,Supply,13
Omo-6d353f446c37,Demand,10
Onagawa-0d3e08088a7a,Demand,11
Onahama Ko-7a3fed174612,Demand,27
Onsan-a7dc5f7a135b,Demand,1929
Onsan-a7dc5f7a135b,Supply,73
Oostende-48dec42d65d0,Demand,57
Oran-6cbf14d6ae9b,Supply,12
Oranjestad-5fc0525971c3,Demand,161
Oranjestad-5fc0525971c3,Supply,168
Pachi Oil Terminal-a5df6199c9be,Demand,495
Palanca-bfff6a80e78a,Supply,213
Palembang-dd3c7a4a3537,Demand,39
Palembang-dd3c7a4a3537,Supply,45
Palenque Terminal-654496174969,Demand,67
Panama City-6a366b46b9bd,Demand,69
Panama City-6a366b46b9bd,Supply,54
Panjang-6ec3de3c55d8,Demand,12
Paradip-bbfab942f25c,Demand,644
Pascagoula-7c3cc504a701,Demand,476
Pascagoula-7c3cc504a701,Supply,72
Pasir Gudang-afa2862ca9bc,Demand,56
Pasir Gudang-afa2862ca9bc,Supply,56
Paulina-65688ac9480b,Supply,16
Paulsboro-b860100abb51,Demand,556
Pecem-19e976efca40,Supply,16
Pelintung-a3284c716c14,Supply,23
Pembroke-c44d85ab621f,Demand,498
Pembroke-c44d85ab621f,Supply,15
Penara Terminal-d7cc9807a741,Supply,33
Penco-7e69146a18ac,Demand,13
Penco-7e69146a18ac,Supply,15
Pengerang-1ae97f4f549d,Demand,279
Pengerang-1ae97f4f549d,Supply,389
Penglai-67e1910b3b9d,Demand,19
Pennington-9b814f3f0f8d,Supply,388
Peterhead-1d608731f5b3,Supply,39
Petrochina Marine Terminal-197859dadbe0,Supply,12
Philadelphia-51672418fa6a,Demand,779
Philadelphia-51672418fa6a,Supply,77
Piraeus-c16ef333d5f0,Supply,13
Pivdennyi-2a9246bd7341,Demand,12
Point Richmond-0ffdde27d38d,Demand,880
Point Richmond-0ffdde27d38d,Supply,80
Point Tupper-f3e3e61dc2f7,Demand,152
Point Tupper-f3e3e61dc2f7,Supply,103
Pointe A Pierre-c31df0e03203,Demand,126
Pointe A Pierre-c31df0e03203,Supply,97
Pointe Noire-6d641be85e76,Supply,135
Pointe aux Trembles-e95b1231c0a4,Demand,29
Ponta Do Ubu-582fde5e4522,Demand,12
Ponta Do Ubu-582fde5e4522,Supply,853
Porbandar-380a662573a7,Demand,12
Porbandar-380a662573a7,Supply,65
Port Angeles-084976ad6a70,Demand,35
Port Angeles-084976ad6a70,Supply,223
Port Aransas-29a8105fada5,Demand,562
Port Aransas-29a8105fada5,Supply,498
Port Arthur-26aba1bc33e8,Demand,981
Port Arthur-26aba1bc33e8,Supply,716
Port Bonython-f61309eaca5a,Supply,100
Port Canaveral-42636cb5a3b7,Demand,10
Port De Salvador-f8855b05ba0e,Demand,157
Port De Salvador-f8855b05ba0e,Supply,168
Port Dickson-47b3d9faec98,Demand,720
Port Dickson-47b3d9faec98,Supply,141
Port Elizabeth-2813f670d2cf,Supply,13
Port Everglades-1f1d93739176,Demand,15
Port Fourchon-39947b92ce27,Demand,397
Port Fourchon-39947b92ce27,Supply,349
Port Hueneme-540f60da7884,Demand,11
Port Hueneme-540f60da7884,Supply,13
Port Ingleside-768a671ec8e5,Demand,61
Port Ingleside-768a671ec8e5,Supply,848
Port Isabel-69b426430620,Demand,23
Port Isabel-69b426430620,Supply,15
Port Klang-083f09688b4c,Demand,2162
Port Klang-083f09688b4c,Supply,685
Port Louis-086c06178a7f,Supply,11
Port Moresby-e02b8ef56428,Demand,64
Port Neches-b1543f00d56b,Demand,830
Port Neches-b1543f00d56b,Supply,23
Port O'connor-8bbd6bb0380c,Demand,82
Port O'connor-8bbd6bb0380c,Supply,78
Port Said-73e707725c62,Demand,220
Port Said-73e707725c62,Supply,401
Port Sudan-6d04a46dcc42,Supply,47
Port Sulphur-2fc90e4a048b,Demand,36
Port Sulphur-2fc90e4a048b,Supply,10
Port of Annobon-04ef05407850,Supply,52
Portland Maine-bb32d49f9edf,Demand,71
Porto Acu-db9c1341eaaa,Demand,285
Porto Acu-db9c1341eaaa,Supply,2579
Portocel-dd1fa02e9dc2,Supply,88
Portsmouth-5fe042cf526d,Demand,30
Prigorodnoye-556300b689ad,Supply,111
Primorsk-1745900bf09d,Supply,2097
Progreso-c07ce3a81043,Supply,13
Puerto Armuelles-b7cc9a85245c,Demand,34
Puerto Armuelles-b7cc9a85245c,Supply,193
Puerto Banus-12e857644c1c,Supply,15
Puerto Carenero-275e38f214d3,Supply,11
Puerto Cortes-190c625f6973,Demand,29
Puerto Jose-bd9e62d67225,Demand,150
Puerto Jose-bd9e62d67225,Supply,2510
Puerto La Cruz-04e122120f88,Demand,30
Puerto La Cruz-04e122120f88,Supply,494
Puerto Manzanillo-31047163653d,Demand,21
Puerto Miranda-dfaaa9f47168,Demand,40
Puerto Miranda-dfaaa9f47168,Supply,221
Puerto Pedernales-89d8e8549b46,Supply,16
Puerto Rosales-945fc5e1ffa4,Demand,1031
Puerto Rosales-945fc5e1ffa4,Supply,14
Puerto Sandino-875494a578f2,Demand,30
Puerto Ventanas-cac3a8f8b448,Demand,40
Punta Cardon-a3b8a4418174,Demand,88
Punta Cardon-a3b8a4418174,Supply,144
Punta Loyola-a4806fa850c7,Supply,16
Punta Piedras-e061feee7553,Supply,33
Punte Del Este-c2678f3bb8e5,Demand,10
Puttgarden-cfa37499f821,Demand,11
Pyeongtaek-0e39670a71f6,Demand,26
Qalhat-6ddf9bae4f6c,Supply,10
Qingdao-910e8b237492,Demand,2023
Qingdao-910e8b237492,Supply,90
Qinglan-dc7e9ab52c44,Supply,12
Qinhuangdao-09efc9c7c0d1,Supply,121
Qinzhou-55f3f1f842bb,Demand,374
Qinzhou-55f3f1f842bb,Supply,24
Qua Iboe-cd7ce6d027dd,Supply,565
Quanzhou-69958f2a6f4b,Demand,425
Quinfuquena-1cdfa3923a92,Supply,14
Quintero-4b0992806f09,Demand,357
Quintero-4b0992806f09,Supply,52
Rabigh-4c7cf4448302,Demand,352
Rabigh-4c7cf4448302,Supply,134
Ramsgate-6d72c4317595,Supply,11
Ras Gharib-305f907eb640,Demand,17
Ras Gharib-305f907eb640,Supply,124
Ras Laffan-cb891923a010,Supply,526
Ras Lanuf-d961b870ccc1,Supply,70
Ras Shukheir-8cbc214c7efa,Demand,19
Ras Tanura-601e8fb13c3c,Demand,24
Ras Tanura-601e8fb13c3c,Supply,9536
Rayong-3ff1a19509c1,Demand,247
Rayong-3ff1a19509c1,Supply,29
Rijeka-c859ae2c1617,Demand,18
Rio De Janeiro-ef2da6007e09,Demand,580
Rio De Janeiro-ef2da6007e09,Supply,2398
Rio Grande-acd35aa33e60,Demand,42
Risavika-704d5c9901be,Supply,49
Rizhao-ebeadf61186b,Demand,22
Rodeo-8e7a19dc6520,Demand,84
Rosarito-06bc5c8b3eec,Demand,40
Rosarito-06bc5c8b3eec,Supply,24
Rostock-3757c4df2366,Demand,33
Rostock-3757c4df2366,Supply,16
Rotterdam-92c070ce8e92,Demand,5485
Rotterdam-92c070ce8e92,Supply,539
Rovigo LNG Terminal-4c3e484e457d,Demand,16
Rovigo LNG Terminal-4c3e484e457d,Supply,33
Rozi Island-2d31e93a80af,Demand,93
Rozi Island-2d31e93a80af,Supply,49
Ruwais-1ef3a6e42f3e,Demand,43
Ruwais-1ef3a6e42f3e,Supply,216
Ryde-55baeddac00e,Demand,108
Ryde-55baeddac00e,Supply,63
Rye Harbour-7fdaa1afd4e3,Demand,37
Sabah Terminal-f96b052e46b2,Supply,334
Sabang-5d21d8589893,Demand,29
Sacomar Port-a4cafbecbd97,Supply,15
Sadat-9e690dd0eaf0,Demand,65
Sadat-9e690dd0eaf0,Supply,12
Saiki-e99fcec97afa,Demand,18
Saint John-99b5182a722a,Demand,612
Sakai-Semboku-c9b22e968c26,Demand,713
Saladin Marine Terminal-347c4826eab4,Supply,29
Salamis-db1e608fdaf0,Demand,13
Salaya-f0cd43ecdfdb,Demand,22
Salcombe Harbor-3e15227ecf9a,Supply,29
Saldanha Bay-74e231f7029a,Demand,181
Saldanha Bay-74e231f7029a,Supply,49
Salina Cruz-bef5961095f2,Supply,200
Salman-99b0595bd4d6,Supply,91
San Diego-3ec4fffd4225,Demand,45
San Diego-3ec4fffd4225,Supply,56
San Francisco-4df83263d680,Demand,14
San Francisco-4df83263d680,Supply,116
San Francisco-5cbd79283bad,Demand,192
San Francisco-5cbd79283bad,Supply,144
San Lorenzo-42507b58e7bf,Demand,14
San Nicolas-ff36bc1d90be,Demand,111
San Nicolas-ff36bc1d90be,Supply,178
San Pedro-0f135772b35e,Supply,11
San Sebastian Bay-61ff4b7d4540,Supply,21
San Vicente-37d45c87e8d9,Demand,325
San Vicente-37d45c87e8d9,Supply,61
Sanghi-05520d2f3b3f,Demand,42
Sanghi-05520d2f3b3f,Supply,11
Santa Cruz De Tenerife-e085fe41fd98,Demand,20
Santa Cruz De Tenerife-e085fe41fd98,Supply,36
Santa Panagia-efd40d901d95,Demand,352
Santa Panagia-efd40d901d95,Supply,46
Santan Terminal-9556d7983b63,Supply,51
Santo Antonio-cb00400ad4d6,Supply,31
Santo Tomas De Castilla-36a6bca53908,Supply,23
Santos-78f08d89b90b,Demand,233
Santos-78f08d89b90b,Supply,999
Sao Francisco-a1636f5a0ca0,Demand,526
Sao Francisco-a1636f5a0ca0,Supply,21
Sao Sebastiao-0bca302110e4,Demand,2329
Sao Sebastiao-0bca302110e4,Supply,193
Sao Tome-d8d7b9acbc72,Supply,27
Sarooj-d08b728964a0,Supply,51
Sarroch-5e39efaa7d08,Demand,763
Sarroch-5e39efaa7d08,Supply,27
Sattahip-70f1ba9bab58,Demand,51
Sattahip-70f1ba9bab58,Supply,15
Savona-db69bf4d9293,Demand,44
Savona-db69bf4d9293,Supply,35
Scheveningen-390407975ccc,Demand,19
Scheveningen-390407975ccc,Supply,69
Seattle-0e8e26b0e307,Supply,14
Sendai-d38eada9633b,Demand,238
Senipah-46d51be78b14,Demand,13
Senipah-46d51be78b14,Supply,55
Seogwipo-e71a59ee24b6,Demand,14
Seria-f656b1790602,Demand,11
Seria-f656b1790602,Supply,333
Severomorsk-d6ae36680926,Demand,114
Severomorsk-d6ae36680926,Supply,99
Sha Lung Terminal-0d1fe7cd72a2,Demand,297
Shanghai-0939779c35c2,Demand,223
Shanghai-0939779c35c2,Supply,27
Shantou-c41625a6f27d,Supply,67
Shanwei-6e2c129929a4,Supply,26
Sharm ash Shaykh-16045f0f6570,Demand,26
Shek Wu-66cd7894b8bd,Demand,130
Shenao-048edcc3200c,Demand,26
Shenzhen-efd846b87115,Demand,23
Shibushi Wan-9ff6fc1396fd,Demand,23
Shibushi Wan-9ff6fc1396fd,Supply,10
Shidao-f39f4c14e009,Demand,13
Shidao-f39f4c14e009,Supply,12
Shih Pu-9432ef173b5c,Demand,17
Shimotsu-3d4c4b2e6f91,Demand,262
Shimotsu-3d4c4b2e6f91,Supply,25
Shisuo-f2a9d7b07860,Demand,46
Shoaiba-b2f055a8ad2c,Demand,419
Shoaiba-b2f055a8ad2c,Supply,33
Shoreham By-sea-539979e1dc61,Demand,12
Shuaiba-f453b0bc3593,Supply,60
Shuidong-023438863782,Demand,161
Shuqaiq-b93cf1301611,Demand,123
Shuqaiq-b93cf1301611,Supply,15
Sidi Kerir-552c943d8b08,Demand,58
Sidi Kerir-552c943d8b08,Supply,1630
Sikka-2412f3454235,Demand,1405
Sikka-2412f3454235,Supply,146
Sillamae-907fb7299dee,Supply,177
Sines-ab49749a9544,Demand,485
Sines-ab49749a9544,Supply,31
Singapore-bfe15a9e31a0,Demand,4977
Singapore-bfe15a9e31a0,Supply,2458
Siri Terminal-49364b130a93,Supply,25
Sitra-64d805f973cc,Supply,105
Skagen Havn-db9fa00eadc5,Demand,126
Skagen Havn-db9fa00eadc5,Supply,185
Skikda-d728e6dfae5d,Supply,105
Skoldvik-9ac362d9504c,Demand,542
Skua Venture Terminal-f21130fd8ee9,Supply,72
Slagen-7e8c12fa544b,Demand,280
Slagen-7e8c12fa544b,Supply,48
Smiths Bluff-8218c47cd56c,Demand,12
Smiths Bluff-8218c47cd56c,Supply,282
Smogen-6c00d509baec,Demand,25
Smogen-6c00d509baec,Supply,11
Sohar-96f03dd66949,Demand,35
Sohar-96f03dd66949,Supply,74
South Riding Point-3209f163c450,Demand,24
South Riding Point-3209f163c450,Supply,20
Southwest Pass-bcf54ac59c4c,Demand,164
Southwest Pass-bcf54ac59c4c,Supply,106
Soyo-Quinfuquena Terminal-5d7f58ba717c,Supply,49
Sriracha-6848d1a49775,Demand,660
Sriracha-6848d1a49775,Supply,106
St Croix-746521cb3acc,Demand,98
St Croix-746521cb3acc,Supply,50
St Eustatius-6d04d0582e89,Demand,315
St Eustatius-6d04d0582e89,Supply,208
St Petersburg-ee5cca05838e,Supply,215
St Rose-8366881db461,Demand,122
St Rose-8366881db461,Supply,63
St. James-f7d07a0501fa,Demand,73
St. James-f7d07a0501fa,Supply,83
St. John's-167371d92a27,Supply,234
St. Paul's Bay-173c82902bec,Demand,11
St. Paul's Bay-173c82902bec,Supply,53
Statfjord Terminal-4deb8eea9fde,Supply,179
Stigsnaesvaerkets Havn-121bc17e59e9,Demand,35
Stigsnaesvaerkets Havn-121bc17e59e9,Supply,69
Stromness-8f0bc183e5a9,Supply,303
Sture-306d65b12c37,Supply,1000
Su-ao-5f52a1dad8f2,Demand,11
Suakin-b28c090bf93b,Supply,12
Suape-b993f91ea377,Demand,313
Suape-b993f91ea377,Supply,110
Suez-4ad378ddd198,Demand,392
Suez-4ad378ddd198,Supply,270
Sugozu-bb976476029b,Supply,17
Sullom Voe-ed67292751d4,Supply,217
Sungai Udang-fdc7302ba47a,Demand,525
Sungai Udang-fdc7302ba47a,Supply,41
Sungaipakning-1ef0d5d41b98,Demand,10
Sunshine-c11110d611dc,Demand,11
Supsa-4307a17898f5,Supply,262
Suralaya-5cca1a6fc7fd,Demand,13
Tabangao-9a48d0aac0d7,Demand,107
Tachibana-6f7f6a7dfe03,Demand,25
Taean-f841f4ef5a9f,Demand,52
Taft-04f575e5d893,Demand,22
Taft-04f575e5d893,Supply,13
Taichung-7354b6d28ef6,Demand,18
Taipei-5a4e0dfabd8a,Demand,14
Taizhou-12321b93d725,Demand,76
Takoradi-d0135296250c,Demand,18
Takoradi-d0135296250c,Supply,199
Talara-9c8afdbf5bad,Demand,33
Talara-9c8afdbf5bad,Supply,39
Talcahuano-f218806b0ec7,Demand,144
Talcahuano-f218806b0ec7,Supply,132
Tallinn-55e0541e5b2a,Demand,11
Tallinn-55e0541e5b2a,Supply,11
Taman-9f1125c5b4b6,Demand,22
Taman-9f1125c5b4b6,Supply,568
Tampico-d7f4205ad8ae,Demand,12
Tampico-d7f4205ad8ae,Supply,18
Tanabe Ko-e8301a091f19,Demand,14
Tangier-Mediterranee-20d2f2d15e0b,Demand,58
Tanjung Intan-dcdffcad4714,Demand,462
Tanjung Intan-dcdffcad4714,Supply,37
Tanjung Langsat-306a4b339ba9,Demand,33
Tanjung Langsat-306a4b339ba9,Supply,38
Tanjung Pakis-8e20d1ad4e27,Supply,13
Tanjung Pandan-fd7fe3aef696,Demand,10
Tanjung Pelepas-71ae886ba35d,Demand,1401
Tanjung Pelepas-71ae886ba35d,Supply,1300
Taranto-ede861548441,Demand,79
Tarragona-75e622055165,Demand,520
Tarragona-75e622055165,Supply,15
Tartan Terminal-268340876e53,Supply,49
Tateyama Ko-41c66a8c4ac8,Demand,52
Taura-2b5bd2d8ee2a,Demand,16
Tchatamba Marine Terminal-d624a7d093e5,Supply,21
Tecarmo Aracaju-a186b113ec8b,Supply,37
Teesport-736acdd7afa2,Supply,876
Teluk Rubiah-e4929c3bd877,Demand,11
Tema-ad7af47553e0,Demand,35
Tema-ad7af47553e0,Supply,33
Tenes-bcf7a64fa258,Demand,11
Tenes-bcf7a64fa258,Supply,33
Tepre Terminal-1ae568886737,Supply,29
Texas City-28cb23375401,Demand,532
Texas City-28cb23375401,Supply,118
Thessaloniki-66e8437b5188,Demand,181
Tianjin-6fb346c7ceca,Demand,810
Tianjin-6fb346c7ceca,Supply,18
Toba-08f56e4aaa4e,Demand,68
Tomakomai-c94f864ced4a,Demand,191
Tomakomai-c94f864ced4a,Supply,13
Tosa-shimizu-e76ed49f73db,Demand,22
Tracy-69d17ddc9131,Supply,23
Tramandai-9708170895cc,Demand,428
Tramandai-9708170895cc,Supply,20
Tranmere-7a5883e42177,Demand,541
Trieste-2aed856f346e,Demand,2592
Trieste-2aed856f346e,Supply,20
Trincomalee Harbor-9de2fbedb23d,Demand,26
Trincomalee Harbor-9de2fbedb23d,Supply,12
Troon-38d199a7c2e1,Demand,24
Tuapse-49cfa42e4026,Supply,107
Tuban Marine Terminal-23b7587789dc,Supply,161
Tuban-a24ac0e38ee9,Demand,57
Tuban-a24ac0e38ee9,Supply,103
Tubarao-4848d977be95,Demand,14
Tubarao-4848d977be95,Supply,145
Tumaco-1fcbbc4d05f2,Supply,31
Tutunciftlik-193af158122c,Demand,552
Tuxpan-d3f9c4372fe0,Demand,53
Ube-c273f1ec2e46,Demand,185
Ulsan-b3b140b8d0ea,Demand,309
Ulsan-b3b140b8d0ea,Supply,88
Umm Qasr-cf5700891386,Supply,94
Ushant-9da0b2371bfa,Supply,17
Ust-Luga-e9ea2bf59471,Demand,28
Ust-Luga-e9ea2bf59471,Supply,2858
Vadinar-95b0ec8946e3,Demand,1153
Vadinar-95b0ec8946e3,Supply,66
Vado Ligure-c87d27fa8b7b,Demand,357
Valdez-2044032df24e,Supply,617
Valletta Harbors-9964ebed3065,Demand,23
Valletta Harbors-9964ebed3065,Supply,51
Vancouver-3e2e2c90248e,Supply,104
Varandey-d4bcafba1db4,Supply,167
Varanus-ce766ecf7dc3,Supply,37
Vatika Bay-443d87c3c171,Supply,14
Ventspils-4c7c50361179,Supply,98
Violet-2381807cf9a0,Demand,11
Visakhapatnam-73ed77525071,Demand,381
Vlissingen-71c1b08d6d65,Supply,32
Vostochny-a1059c7eeec6,Supply,39
Vung Tau-fd30e1b2fc95,Supply,54
Vysotsk-473b36081811,Supply,284
Wadi Feiran-f112385ebe45,Demand,14
Wadi Feiran-f112385ebe45,Supply,42
Walvis Bay-369248f61f6f,Supply,12
Weizhou Island-c73b468c4fba,Supply,74
Western Yantai-95889f42a047,Demand,436
Whakaaropai Terminal-8a42c792d8d6,Supply,27
Whiffen Head-9d95e17d2034,Demand,347
Whiffen Head-9d95e17d2034,Supply,536
Whitegate-af96b36e8476,Demand,215
Whitegate-af96b36e8476,Supply,11
Whyalla-d339d497833b,Supply,22
Widuri Marine Terminal-4917077fd7e9,Supply,15
Wilhelmshaven-34a71cee910d,Demand,1070
Wilhelmshaven-34a71cee910d,Supply,40
Willemstad-9cf9d3381517,Demand,165
Willemstad-9cf9d3381517,Supply,107
Xijiang Terminal-f6552acab4d7,Demand,22
Xijiang Terminal-f6552acab4d7,Supply,56
Yabucoa-01be197794dc,Demand,23
Yanbu-28f231cac387,Demand,31
Yanbu-28f231cac387,Supply,73
Yangpu-da9d66d9e3a9,Demand,293
Yangpu-da9d66d9e3a9,Supply,55
Yangshan-6984eab6a8fc,Demand,63
Yantian-856379709c13,Demand,24
Yantian-856379709c13,Supply,22
Yeosu-e9b7bd6fcddb,Demand,566
Yeosu-e9b7bd6fcddb,Supply,303
Yingkou-54cfde7f5e3d,Demand,264
Yithion-2326abdb26a1,Supply,23
Yizheng-dff2e2344dd3,Demand,23
Yokkaichi-4e5f3a884727,Demand,544
Yokohama-aa8f1ab13ec7,Demand,651
Yokohama-aa8f1ab13ec7,Supply,23
Yumurtalik-4545edd2bd41,Supply,11
Yura-7aaaa98a7398,Demand,10
Zaafarana Terminal-c89ca7e88418,Demand,10
Zafiro-78c50cfb00e2,Supply,160
Zeebrugge-6352196beb0e,Demand,35
Zeit Bay Terminal-743e257bfe00,Demand,19
Zeit Bay Terminal-743e257bfe00,Supply,15
Zhanjiang-71e260383bb7,Demand,766
Zhanjiang-71e260383bb7,Supply,64
Zhoushan-611472facb34,Demand,1607
Zhoushan-611472facb34,Supply,364
Zhuhai-937947ea68bb,Demand,57
Zhuhai-937947ea68bb,Supply,10
Zirku Island-a43755386268,Supply,1567
